título,preço,condomínio,iptu,área,quartos,banheiros,vagas,url,latitude,longitude,bairro
"Apartamento na Avenida Bernardo Vieira de Melo, 8054, Barra de Jangada em Jaboatão dos Guararapes, por R$ 169.000 - Viva Real",R$ 169.000,,,33,1,1,,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-33m2-venda-RS169000-id-95420767/,-8.21763,-34.921705,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 8054, Barra de Jangada em Jaboatão dos Guararapes, por R$ 169.000 - Viva Real",R$ 169.000,,,33,1,1,,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-33m2-venda-RS169000-id-95420755/,-8.21763,-34.921705,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 8054, Barra de Jangada em Jaboatão dos Guararapes, por R$ 169.000 - Viva Real",R$ 169.000,,,33,1,1,,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-33m2-venda-RS169000-id-95420763/,-8.21763,-34.921705,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 8054, Barra de Jangada em Jaboatão dos Guararapes, por R$ 169.000 - Viva Real",R$ 169.000,,,33,1,1,,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-33m2-venda-RS169000-id-95420774/,-8.21763,-34.921705,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 8054, Barra de Jangada em Jaboatão dos Guararapes, por R$ 169.000 - Viva Real",R$ 169.000,,,33,1,1,,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-33m2-venda-RS169000-id-95420784/,-8.21763,-34.921705,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 8122, Barra de Jangada em Jaboatão dos Guararapes, por R$ 290.000 - Viva Real",R$ 290.000,,,64,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS290000-id-92732077/,-8.217357,-34.924593,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 250.000 - Viva Real",R$ 250.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS250000-id-94801258/,-8.217591,-34.922353,Barra de Jangada
"Apartamento na Avenida Ulisses Montarroyos, 808, Barra de Jangada em Jaboatão dos Guararapes, por R$ 290.000 - Viva Real",R$ 290.000,R$ 1,R$ 1,65,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-65m2-venda-RS290000-id-94763766/,-8.191677,-34.923509,Barra de Jangada
"Apartamento 36 m² em Barra de Jangada em Jaboatão dos Guararapes, por R$ 285.000 - Viva Real",R$ 285.000,,,36,1,1,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-36m2-venda-RS285000-id-82199334/,-8.222248,-34.927865,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-94318455/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5404, Barra de Jangada em Jaboatão dos Guararapes, por R$ 179.000 - Viva Real",R$ 179.000,,,40,1,1,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-40m2-venda-RS179000-id-85280626/,-8.224437,-34.929836,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5780, Barra de Jangada em Jaboatão dos Guararapes, por R$ 433.000 - Viva Real",R$ 433.000,R$ 1,R$ 1,68,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-68m2-venda-RS433000-id-92607944/,-8.224437,-34.929836,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5780, Barra de Jangada em Jaboatão dos Guararapes, por R$ 433.000 - Viva Real",R$ 433.000,R$ 1,R$ 1,68,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-68m2-venda-RS433000-id-92608030/,-8.224437,-34.929836,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 315.000 - Viva Real",R$ 315.000,,,64,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS315000-id-86421991/,-8.218237,-34.930307,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5780, Barra de Jangada em Jaboatão dos Guararapes, por R$ 433.000 - Viva Real",R$ 433.000,R$ 1,R$ 1,68,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-68m2-venda-RS433000-id-92609272/,-8.224437,-34.929836,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5780, Barra de Jangada em Jaboatão dos Guararapes, por R$ 433.000 - Viva Real",R$ 433.000,R$ 1,R$ 1,68,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-68m2-venda-RS433000-id-92609306/,-8.224437,-34.929836,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5780, Barra de Jangada em Jaboatão dos Guararapes, por R$ 433.000 - Viva Real",R$ 433.000,R$ 1,R$ 1,68,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-68m2-venda-RS433000-id-92609378/,-8.224437,-34.929836,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5780, Barra de Jangada em Jaboatão dos Guararapes, por R$ 433.000 - Viva Real",R$ 433.000,R$ 1,R$ 1,68,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-68m2-venda-RS433000-id-92609393/,-8.224437,-34.929836,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5708, Barra de Jangada em Jaboatão dos Guararapes, por R$ 433.000 - Viva Real",R$ 433.000,R$ 1,R$ 1,68,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-68m2-venda-RS433000-id-92609406/,-8.223733,-34.929314,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 6000, Barra de Jangada em Jaboatão dos Guararapes, por R$ 270.000 - Viva Real",R$ 270.000,R$ 250,R$ 111,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS270000-id-90102981/,-8.209093,-34.918875,Barra de Jangada
"Apartamento 55 m² em Barra de Jangada em Jaboatão dos Guararapes, por R$ 415.000 - Viva Real",R$ 415.000,R$ 350,R$ 1.200,55,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-55m2-venda-RS415000-id-93564180/,-8.223733,-34.929314,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 340.000 - Viva Real",R$ 340.000,,,64,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS340000-id-86421467/,-8.218237,-34.930307,Barra de Jangada
"Apartamento na Avenida Ulisses Montarroyos, 808, Barra de Jangada em Jaboatão dos Guararapes, por R$ 290.000 - Viva Real",R$ 290.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-65m2-venda-RS290000-id-93460690/,-8.191677,-34.923509,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93684765/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5780, Barra de Jangada em Jaboatão dos Guararapes, por R$ 410.000 - Viva Real",R$ 410.000,R$ 1,R$ 1,68,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-68m2-venda-RS410000-id-95022184/,-8.223733,-34.929314,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5404, Barra de Jangada em Jaboatão dos Guararapes, por R$ 199.000 - Viva Real",R$ 199.000,,,37,1,2,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-37m2-venda-RS199000-id-93330100/,-8.223733,-34.929314,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5404, Barra de Jangada em Jaboatão dos Guararapes, por R$ 199.000 - Viva Real",R$ 199.000,,,37,1,2,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-37m2-venda-RS199000-id-93127010/,-8.223733,-34.929314,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93773960/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Avenida Presidente Kennedy, 6985, Barra de Jangada em Jaboatão dos Guararapes, por R$ 255.000 - Viva Real",R$ 255.000,,,57,3,2,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-57m2-venda-RS255000-id-91547230/,-8.211058,-34.920676,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5780, Barra de Jangada em Jaboatão dos Guararapes, por R$ 340.000 - Viva Real",R$ 340.000,R$ 1,R$ 1,54,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-54m2-venda-RS340000-id-95022180/,-8.223733,-34.929314,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 1000, Barra de Jangada em Jaboatão dos Guararapes, por R$ 254.000 - Viva Real",R$ 254.000,R$ 320,R$ 1.300,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS254000-id-73589835/,-8.19177,-34.919038,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 8122, Barra de Jangada em Jaboatão dos Guararapes, por R$ 279.000 - Viva Real",R$ 279.000,R$ 350,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS279000-id-71840831/,-8.217617,-34.921717,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5780, Barra de Jangada em Jaboatão dos Guararapes, por R$ 351.500 - Viva Real",R$ 351.500,,,54,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-54m2-venda-RS351500-id-95252475/,-8.223733,-34.929314,Barra de Jangada
"Apartamento na Avenida Ulisses Montarroyos, 88, Barra de Jangada em Jaboatão dos Guararapes, por R$ 290.000 - Viva Real",R$ 290.000,R$ 1,R$ 1,65,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-65m2-venda-RS290000-id-95360308/,-8.187769,-34.922751,Barra de Jangada
"Apartamento 33 m² em Barra de Jangada em Jaboatão dos Guararapes, por R$ 200.000 - Viva Real",R$ 200.000,,,33,1,1,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-33m2-venda-RS200000-id-88823569/,-8.204814,-34.919205,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 100, Barra de Jangada em Jaboatão dos Guararapes, por R$ 250.000 - Viva Real",R$ 250.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS250000-id-94796557/,-8.220973,-34.926599,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 100, Barra de Jangada em Jaboatão dos Guararapes, por R$ 250.000 - Viva Real",R$ 250.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS250000-id-94796429/,-8.220973,-34.926599,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 100, Barra de Jangada em Jaboatão dos Guararapes, por R$ 250.000 - Viva Real",R$ 250.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS250000-id-94796530/,-8.220973,-34.926599,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 100, Barra de Jangada em Jaboatão dos Guararapes, por R$ 250.000 - Viva Real",R$ 250.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS250000-id-94796492/,-8.220973,-34.926599,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 100, Barra de Jangada em Jaboatão dos Guararapes, por R$ 250.000 - Viva Real",R$ 250.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS250000-id-94796850/,-8.220973,-34.926599,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 100, Barra de Jangada em Jaboatão dos Guararapes, por R$ 250.000 - Viva Real",R$ 250.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS250000-id-94796444/,-8.220973,-34.926599,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 100, Barra de Jangada em Jaboatão dos Guararapes, por R$ 250.000 - Viva Real",R$ 250.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS250000-id-94796192/,-8.220973,-34.926599,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 8054, Barra de Jangada em Jaboatão dos Guararapes, por R$ 286.000 - Viva Real",R$ 286.000,,,49,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-49m2-venda-RS286000-id-94956535/,-8.21763,-34.921705,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93436746/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Avenida Ulisses Montarroyos, 6337, Barra de Jangada em Jaboatão dos Guararapes, por R$ 320.000 - Viva Real",R$ 320.000,R$ 450,,66,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-66m2-venda-RS320000-id-93400752/,-8.204277,-34.921758,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93305838/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93305848/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93509162/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Avenida Beira Mar, 8122, Barra de Jangada em Jaboatão dos Guararapes, por R$ 275.000 - Viva Real",R$ 275.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS275000-id-69074307/,-8.159529,-34.911184,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93305741/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93305753/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93305761/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93305782/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93305804/,-8.226878,-34.939828,Barra de Jangada
"Apartamento 38 m² em Barra de Jangada em Jaboatão dos Guararapes, por R$ 298.000 - Viva Real",R$ 298.000,R$ 300,R$ 1.200,38,1,1,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-38m2-venda-RS298000-id-93571520/,-8.223733,-34.929314,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 275.000 - Viva Real",R$ 275.000,R$ 315,R$ 970,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS275000-id-93887962/,-8.217591,-34.922353,Barra de Jangada
"Apartamento na Avenida Ulisses Montarroyos, 6337, Barra de Jangada em Jaboatão dos Guararapes, por R$ 300.000 - Viva Real",R$ 300.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-65m2-venda-RS300000-id-95195763/,-8.204277,-34.921758,Barra de Jangada
"Apartamento 64 m² em Barra de Jangada em Jaboatão dos Guararapes, por R$ 300.000 - Viva Real",R$ 300.000,R$ 290,R$ 2.000,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS300000-id-66893572/,-8.225764,-34.938747,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5404, Barra de Jangada em Jaboatão dos Guararapes, por R$ 199.000 - Viva Real",R$ 199.000,,,37,1,2,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-37m2-venda-RS199000-id-94243038/,-8.223733,-34.929314,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93305797/,-8.226878,-34.939828,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 280.000 - Viva Real",R$ 280.000,R$ 400,,64,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS280000-id-92289501/,-8.217591,-34.922353,Barra de Jangada
"Apartamento na Rua da Paz, 244, Barra de Jangada em Jaboatão dos Guararapes, por R$ 115.000 - Viva Real",R$ 115.000,R$ 1,R$ 1,42,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-42m2-venda-RS115000-id-93305830/,-8.226878,-34.939828,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 100, Barra de Jangada em Jaboatão dos Guararapes, por R$ 270.000 - Viva Real",R$ 270.000,R$ 250,R$ 111,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS270000-id-85320158/,-8.220973,-34.926599,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 275.000 - Viva Real",R$ 275.000,R$ 315,R$ 970,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS275000-id-93887964/,-8.217591,-34.922353,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 275.000 - Viva Real",R$ 275.000,R$ 315,R$ 970,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS275000-id-93887965/,-8.217591,-34.922353,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 275.000 - Viva Real",R$ 275.000,R$ 315,R$ 970,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS275000-id-93887967/,-8.217591,-34.922353,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 275.000 - Viva Real",R$ 275.000,R$ 315,R$ 970,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS275000-id-93887960/,-8.217591,-34.922353,Barra de Jangada
"Apartamento na Avenida Presidente Castelo Branco, 5365, Barra de Jangada em Jaboatão dos Guararapes, por R$ 298.000 - Viva Real",R$ 298.000,,,62,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-62m2-venda-RS298000-id-92572431/,-8.214488,-34.921767,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 280.000 - Viva Real",R$ 280.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS280000-id-86608758/,-8.217591,-34.922353,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 100, Barra de Jangada em Jaboatão dos Guararapes, por R$ 277.000 - Viva Real",R$ 277.000,R$ 250,R$ 111,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS277000-id-86218888/,-8.220973,-34.926599,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 8122, Barra de Jangada em Jaboatão dos Guararapes, por R$ 250.000 - Viva Real",R$ 250.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS250000-id-94973985/,-8.221676,-34.945149,Barra de Jangada
"Apartamento 64 m² na Barra de Jangada em Jaboatão dos Guararapes, por R$ 280.000 - Viva Real",R$ 280.000,R$ 400,,64,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS280000-id-92509354/,-8.217591,-34.922353,Barra de Jangada
"Apartamento na Avenida Bernardo Vieira de Melo, 100, Barra de Jangada em Jaboatão dos Guararapes, por R$ 265.000 - Viva Real",R$ 265.000,R$ 11,R$ 11,64,3,3,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-64m2-venda-RS265000-id-83977297/,-8.220973,-34.926599,Barra de Jangada
"Apartamento na Rua Padre Nestor de Alencar, 5780, Barra de Jangada em Jaboatão dos Guararapes, por R$ 260.000 - Viva Real",R$ 260.000,R$ 1,R$ 1,37,1,1,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-37m2-venda-RS260000-id-95022179/,-8.223733,-34.929314,Barra de Jangada
"Apartamento 68 m² em Barra de Jangada em Jaboatão dos Guararapes, por R$ 480.000 - Viva Real",R$ 480.000,R$ 400,R$ 1.500,68,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barra-de-jangada-bairros-jaboatao-dos-guararapes-com-garagem-68m2-venda-RS480000-id-93541045/,-8.223733,-34.929314,Barra de Jangada
